ID,type,group_num,group_weight,target_type,initial_time,initial_num,activite_range,time_gap,level_range,target_range,robot_sleep_rule1,robot_sleep_rule2_time,robot_sleep_rule2_target
INT,INT,INT,INT,INT,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,INT_ARRAY,STRING
#,机器人类型（1.普通；2.俱乐部）,机器人组号,机器人组内权重,目标类型（1.关卡;2.收集物）,首次开始行动条件（秒）,首次生成机器人时的初始积分,行动次数区间（左开右闭，最左侧从0开始，最右侧为无限大）,与行动次数区间对应的行动间隔（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）0到1 若有开始行动等待时间则按照开始等待时间来算,与行动次数区间对应的关卡步长（每个次数区间对应两个值，表示下限和上限；不同区间之间用;分隔）,单关产生的收集物范围,收集目标大于等于排名最高玩家该值时休眠,活动时间占比（机器人初始化到活动结束时时间占比）,时间分段对应的目标获取上限
6528,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|5|4|5|3,"{5|7,0|0,5|7,5|7,5|7,5|7}"
6529,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4,"{13|15,0|0,13|15}"
6530,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|5|4|4|3|4,"{6|8,0|0,7|9,0|0,6|8,0|0,6|8}"
6531,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4|3|4|5|5|5,"{4|6,4|6,4|6,0|0,4|6,4|6,0|0,4|6}"
6532,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5,"{15|17,14|16}"
6533,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|5,"{9|11,0|0,9|11,9|11}"
6534,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4,"{13|15,14|16}"
6535,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|4|5,"{6|8,0|0,6|8,7|9,7|9}"
6536,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5|3,"{9|11,0|0,8|10,9|11}"
6537,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|3|3,"{6|8,0|0,7|9,7|9,7|9}"
6538,1,9111,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4,"{15|17,15|17}"
6539,1,9111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4,"{14|16,0|0,15|17}"
6540,1,9111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|5|4|3|4,"{5|7,5|7,0|0,5|7,5|7,4|6}"
6541,1,9111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|3|3|4,"{5|7,0|0,5|7,5|7,4|6,4|6}"
6542,1,9111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3|5,"{8|10,9|11,0|0,9|11}"
6543,1,9111,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3,"{14|16,13|15}"
6544,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4|5|4|5,"{3|5,0|0,3|5,3|5,0|0,3|5}"
6545,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3|4|3,"{3|5,3|5,3|5,0|0,3|5}"
6546,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4|5|4|3,"{3|5,0|0,3|5,0|0,3|5,3|5}"
6547,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|3|5,"{5|7,0|0,5|7,0|0,4|6}"
6548,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4,"{4|6,5|7,5|7}"
6549,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4,"{8|10,0|0,8|10}"
6550,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|5|4|3,"{3|5,0|0,3|5,3|5,0|0,3|5}"
6551,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4,"{7|9,8|10}"
6552,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|4|3|5,"{3|5,0|0,3|5,3|5,0|0,3|5}"
6553,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5,"{8|10,7|9}"
6554,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|4|5|5|3,"{3|5,3|5,0|0,3|5,0|0,3|5}"
6555,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|4|4|4,"{3|5,3|5,3|5,0|0,3|5}"
6556,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3,"{8|10,8|10}"
6557,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|5,"{8|10,0|0,8|10}"
6558,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3,"{7|9,0|0,8|10}"
6559,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|4,"{5|7,0|0,4|6,4|6}"
6560,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|3|4,"{3|5,0|0,3|5,3|5,3|5}"
6561,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5,"{7|9,0|0,8|10}"
6562,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4,"{4|6,5|7,5|7}"
6563,1,9112,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3,"{4|6,5|7,5|7}"
6564,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|4|5,"{3|5,0|0,3|5,0|0,3|5}"
6565,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{5|7,5|7}"
6566,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{5|7,5|7}"
6567,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5|3,"{3|5,0|0,3|5,3|5}"
6568,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|3,"{6|8,0|0,6|8}"
6569,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3|4,"{3|5,0|0,3|5,3|5}"
6570,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5,"{5|7,5|7}"
6571,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|4|5,"{3|5,3|5,0|0,3|5}"
6572,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5|3,"{3|5,3|5,0|0,3|5}"
6573,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{6|8,5|7}"
6574,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{6|8,5|7}"
6575,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4,"{5|7,0|0,6|8}"
6576,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|3|5,"{3|5,3|5,0|0,3|5}"
6577,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{6|8,5|7}"
6578,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|4,"{5|7,0|0,6|8}"
6579,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4,"{3|5,3|5,3|5}"
6580,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{5|7,6|8}"
6581,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4|4|5,"{3|5,0|0,3|5,0|0,3|5}"
6582,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|4|3,"{3|5,0|0,3|5,3|5}"
6583,1,9113,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4,"{3|5,3|5,3|5}"
6584,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5|4,"{2|4,0|0,2|4,2|4}"
6585,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|5,"{4|6,0|0,4|6}"
6586,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3|4|3,"{2|4,0|0,2|4,0|0,2|4}"
6587,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|4,"{2|4,0|0,2|4,2|4}"
6588,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5|4,"{2|4,0|0,2|4,2|4}"
6589,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|4,"{2|4,0|0,2|4,2|4}"
6590,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|4|3,"{2|4,0|0,2|4,2|4}"
6591,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|4,"{4|6,0|0,4|6}"
6592,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4,"{4|6,4|6}"
6593,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{4|6,0|0,4|6}"
6594,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{4|6,4|6}"
6595,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|3|4|3,"{2|4,0|0,2|4,0|0,2|4}"
6596,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
6597,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5|4|5,"{2|4,0|0,2|4,0|0,2|4}"
6598,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5|5,"{2|4,0|0,2|4,2|4}"
6599,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5,"{4|6,0|0,4|6}"
6600,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|5,"{4|6,4|6}"
6601,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|4,"{4|6,0|0,4|6}"
6602,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{4|6,4|6}"
6603,1,9114,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5,"{4|6,0|0,4|6}"
6604,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|5|5|4|4|5,"{4|6,4|6,0|0,4|6,0|0,4|6,0|0,4|6}"
6605,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4,"{11|13,11|13}"
6606,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|5,"{7|9,7|9,0|0,6|8}"
6607,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|4|3|3|5,"{4|6,4|6,4|6,4|6,0|0,4|6}"
6608,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|5|4|5,"{4|6,4|6,4|6,4|6,0|0,4|6}"
6609,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3|3|5,"{5|7,4|6,4|6,0|0,4|6}"
6610,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3|4|3,"{4|6,4|6,4|6,4|6,4|6}"
6611,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|5|4|4,"{7|9,0|0,6|8,0|0,7|9}"
6612,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|4,"{10|12,0|0,11|13}"
6613,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|3|4|4|3,"{4|6,0|0,5|7,4|6,0|0,5|7}"
6614,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|3|3|4|3|4|3|5,"{3|5,0|0,3|5,3|5,3|5,0|0,3|5,0|0,3|5}"
6615,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|4|5|3|4,"{4|6,0|0,4|6,0|0,5|7,0|0,4|6}"
6616,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3|4|4|4,"{4|6,4|6,0|0,4|6,4|6,4|6}"
6617,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|5|4|5|3|5,"{4|6,4|6,0|0,4|6,4|6,4|6}"
6618,1,9121,10,1,90|180,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|5|3|5|5|4|5,"{3|5,0|0,3|5,0|0,3|5,3|5,3|5,3|5}"
6619,1,9121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|4|3|4|4|3|4,"{3|5,3|5,0|0,3|5,0|0,3|5,0|0,3|5,3|5}"
6620,1,9121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3,"{10|12,11|13}"
6621,1,9121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4,"{10|12,0|0,10|12}"
6622,1,9121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|3|3|5|5|3,"{4|6,0|0,5|7,0|0,4|6,0|0,5|7}"
6623,1,9121,10,1,90|300,1|1,1|30|60,90|180;90|180;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|3,"{10|12,0|0,10|12}"
6624,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|3|3|4,"{2|4,2|4,0|0,2|4,2|4}"
6625,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|5|4|3|5,"{2|4,0|0,2|4,2|4,0|0,2|4}"
6626,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|3|3|5|3|5,"{2|4,2|4,0|0,2|4,0|0,2|4}"
6627,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|3|5|3,"{3|5,0|0,3|5,3|5}"
6628,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|4|5|3|3,"{2|4,0|0,2|4,0|0,2|4,2|4}"
6629,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3,"{5|7,0|0,6|8}"
6630,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4,"{6|8,0|0,5|7}"
6631,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|3|3|4,"{3|5,0|0,3|5,0|0,3|5}"
6632,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5|4|4,"{2|4,2|4,0|0,2|4,2|4}"
6633,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|3|3|5|4,"{2|4,2|4,2|4,0|0,2|4}"
6634,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|3|5|3|3,"{2|4,2|4,0|0,2|4,0|0,2|4}"
6635,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|5|5|3,"{2|4,2|4,2|4,2|4}"
6636,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|5|4|4|3,"{2|4,0|0,2|4,2|4,0|0,2|4}"
6637,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4|4|3|3|3,"{2|4,0|0,2|4,2|4,0|0,2|4}"
6638,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4,"{6|8,5|7}"
6639,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|5,"{3|5,3|5,3|5}"
6640,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|5|4,"{5|7,0|0,6|8}"
6641,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,4|4,"{5|7,5|7}"
6642,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,3|4|4|4,"{3|5,3|5,0|0,3|5}"
6643,1,9122,10,1,90|180,1|1,1|30|60,90|240;90|240;120|240;120|360,1|1;1|1;1|1;1|1,-1,10|30,5|4|4|3|3,"{2|4,2|4,0|0,2|4,2|4}"
6644,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{4|6,4|6}"
6645,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|5|4,"{2|4,0|0,2|4,2|4}"
6646,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|4|5,"{2|4,2|4,0|0,2|4}"
6647,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|4,"{2|4,2|4,2|4}"
6648,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|4|3|5|3,"{2|4,0|0,2|4,0|0,2|4}"
6649,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|5,"{4|6,0|0,4|6}"
6650,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|3|5|5,"{2|4,0|0,2|4,0|0,2|4}"
6651,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
6652,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|3|3|3,"{2|4,0|0,2|4,0|0,2|4}"
6653,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|4,"{4|6,0|0,4|6}"
6654,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|5|3|3|3,"{2|4,0|0,2|4,0|0,2|4}"
6655,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|4,"{4|6,4|6}"
6656,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5|5|3|5,"{2|4,0|0,2|4,0|0,2|4}"
6657,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3,"{4|6,4|6}"
6658,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|5|5,"{4|6,0|0,4|6}"
6659,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3,"{2|4,2|4,2|4}"
6660,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,5|5,"{4|6,4|6}"
6661,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,3|4|4|5,"{2|4,2|4,0|0,2|4}"
6662,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|5,"{4|6,0|0,4|6}"
6663,1,9123,10,1,90|180,1|1,1|30|60,120|300;120|300;120|300;120|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|3,"{4|6,0|0,4|6}"
6664,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|4|4|4,"{2|4,0|0,2|4,0|0,2|4}"
6665,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3,"{4|6,4|6}"
6666,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|4|5,"{2|4,2|4,0|0,2|4}"
6667,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3,"{4|6,4|6}"
6668,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|5,"{4|6,4|6}"
6669,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,3|3|4,"{4|6,0|0,4|6}"
6670,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|4|3,"{4|6,0|0,4|6}"
6671,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,5|3|5,"{4|6,0|0,4|6}"
6672,1,9124,10,1,90|300,1|1,1|30|60,180|300;180|300;180|300;180|600,1|1;1|1;1|1;1|1,-1,1|30,4|3|3,"{4|6,0|0,4|6}"
